league,season,team,game,date,time,round,day,venue,result,GF,GA,opponent,Poss,Attendance,Captain,Formation,Opp Formation,Referee,match_report,Notes
FRA-Ligue 1,1819,Nantes,2018-09-29 Lyon-Nantes,2018-09-29,20:00:00,Matchweek 8,Sat,Away,D,1,1,Lyon,50,50319,Valentin Rongier,4-1-4-1,4-2-3-1,Franck Schneider,/en/matches/3a676c1e/Lyon-Nantes-September-29-2018-Ligue-1,
FRA-Ligue 1,1819,Nantes,2018-10-07 Bordeaux-Nantes,2018-10-07,15:00:00,Matchweek 9,Sun,Away,L,0,3,Bordeaux,45,18307,Valentin Rongier,4-2-3-1,4-3-3,François Letexier,/en/matches/c65e5722/Bordeaux-Nantes-October-7-2018-Ligue-1,
FRA-Ligue 1,1819,Nantes,2018-10-20 Nantes-Toulouse,2018-10-20,20:00:00,Matchweek 10,Sat,Home,W,4,0,Toulouse,49,22613,Valentin Rongier,4-2-3-1,4-2-3-1,Benoît Bastien,/en/matches/274c4cb2/Nantes-Toulouse-October-20-2018-Ligue-1,
FRA-Ligue 1,1819,Nantes,2018-10-27 Amiens-Nantes,2018-10-27,20:00:00,Matchweek 11,Sat,Away,W,2,1,Amiens,40,11384,Valentin Rongier,4-3-3,4-2-3-1,Jeremy Stinat,/en/matches/35f3cce2/Amiens-Nantes-October-27-2018-Ligue-1,
FRA-Ligue 1,1819,Nantes,2018-11-04 Nantes-Guingamp,2018-11-04,15:00:00,Matchweek 12,Sun,Home,W,5,0,Guingamp,55,25753,Valentin Rongier,4-3-3,5-4-1,Jérôme Brisard,/en/matches/f210e0d6/Nantes-Guingamp-November-4-2018-Ligue-1,
FRA-Ligue 1,1819,Nantes,2018-11-11 Rennes-Nantes,2018-11-11,17:00:00,Matchweek 13,Sun,Away,D,1,1,Rennes,40,23270,Valentin Rongier,4-3-3,4-1-4-1,Karim Abed,/en/matches/83ae9a20/Rennes-Nantes-November-11-2018-Ligue-1,
FRA-Ligue 1,1819,Nantes,2018-11-24 Nantes-Angers,2018-11-24,20:00:00,Matchweek 14,Sat,Home,D,1,1,Angers,64,23682,Diego Carlos,4-3-3,3-1-4-2,Clément Turpin,/en/matches/0dcc42b4/Nantes-Angers-November-24-2018-Ligue-1,
FRA-Ligue 1,1819,Nantes,2018-11-30 Saint-Étienne-Nantes,2018-11-30,20:45:00,Matchweek 15,Fri,Away,L,0,3,Saint-Étienne,36,21884,Diego Carlos,4-1-4-1,4-2-3-1,Jérôme Brisard,/en/matches/45bd320f/Saint-Etienne-Nantes-November-30-2018-Ligue-1,
FRA-Ligue 1,1819,Nantes,2018-12-05 Nantes-Marseille,2018-12-05,19:00:00,Matchweek 16,Wed,Home,W,3,2,Marseille,46,32663,Valentin Rongier,4-3-3,4-3-3,François Letexier,/en/matches/ffeee70d/Nantes-Marseille-December-5-2018-Ligue-1,
FRA-Ligue 1,1819,Nantes,2018-12-22 Paris Saint-Germain-Nantes,2018-12-22,21:00:00,Matchweek 19,Sat,Away,L,0,1,Paris Saint-Germain,32,47511,Valentin Rongier,3-5-1-1,4-2-2-2,Karim Abed,/en/matches/5859ffd7/Paris-Saint-Germain-Nantes-December-22-2018-Ligue-1,
FRA-Ligue 1,1819,Nantes,2019-01-08 Nantes-Montpellier,2019-01-08,19:00:00,Matchweek 18,Tue,Home,W,2,0,Montpellier,61,15780,Valentin Rongier,3-5-2,3-4-1-2,Willy Delajod,/en/matches/171cf480/Nantes-Montpellier-January-8-2019-Ligue-1,
FRA-Ligue 1,1819,Nantes,2019-01-13 Nantes-Rennes,2019-01-13,15:00:00,Matchweek 20,Sun,Home,L,0,1,Rennes,58,31195,Valentin Rongier,4-3-3,4-4-2,Ruddy Buquet,/en/matches/4bf2a5d7/Nantes-Rennes-January-13-2019-Ligue-1,
FRA-Ligue 1,1819,Nantes,2019-01-16 Nîmes-Nantes,2019-01-16,19:00:00,Matchweek 17,Wed,Away,L,0,1,Nîmes,43,12806,Valentin Rongier,4-3-3,4-4-2,Hakim Ben El Hadj Salem,/en/matches/4eccf13c/Nimes-Nantes-January-16-2019-Ligue-1,
FRA-Ligue 1,1819,Nantes,2019-01-20 Angers-Nantes,2019-01-20,17:00:00,Matchweek 21,Sun,Away,L,0,1,Angers,57,12412,Valentin Rongier,4-3-3,4-3-3,Benoît Millot,/en/matches/8639b012/Angers-Nantes-January-20-2019-Ligue-1,
FRA-Ligue 1,1819,Nantes,2019-01-30 Nantes-Saint-Étienne,2019-01-30,21:00:00,Matchweek 22,Wed,Home,D,1,1,Saint-Étienne,52,28748,Valentin Rongier,4-3-3,3-4-3,Franck Schneider,/en/matches/6e3a1e22/Nantes-Saint-Etienne-January-30-2019-Ligue-1,
FRA-Ligue 1,1819,Nantes,2019-02-10 Nantes-Nîmes,2019-02-10,15:00:00,Matchweek 24,Sun,Home,L,2,4,Nîmes,63,34219,Valentin Rongier,4-3-3,4-4-2,Clément Turpin,/en/matches/137fec2a/Nantes-Nimes-February-10-2019-Ligue-1,
FRA-Ligue 1,1819,Nantes,2019-02-13 Caen-Nantes,2019-02-13,19:30:00,Matchweek 23,Wed,Away,W,1,0,Caen,40,16627,Valentin Rongier,3-4-1-2,4-2-3-1,Willy Delajod,/en/matches/0d1cb0b0/Caen-Nantes-February-13-2019-Ligue-1,
FRA-Ligue 1,1819,Nantes,2019-02-16 Monaco-Nantes,2019-02-16,20:00:00,Matchweek 25,Sat,Away,L,0,1,Monaco,51,7557,Valentin Rongier,4-2-3-1,4-2-3-1,Olivier Thual,/en/matches/94a15166/Monaco-Nantes-February-16-2019-Ligue-1,
FRA-Ligue 1,1819,Nantes,2019-02-24 Nantes-Bordeaux,2019-02-24,15:00:00,Matchweek 26,Sun,Home,W,1,0,Bordeaux,43,21910,Valentin Rongier,4-3-3,4-2-3-1,Nicolas Rainville,/en/matches/cd6efee9/Nantes-Bordeaux-February-24-2019-Ligue-1,
FRA-Ligue 1,1819,Nantes,2019-03-03 Guingamp-Nantes,2019-03-03,15:00:00,Matchweek 27,Sun,Away,D,0,0,Guingamp,54,15025,Valentin Rongier,3-4-3,4-3-3,Ruddy Buquet,/en/matches/e48276c5/Guingamp-Nantes-March-3-2019-Ligue-1,
FRA-Ligue 1,1819,Nantes,2019-03-17 Reims-Nantes,2019-03-17,15:00:00,Matchweek 29,Sun,Away,L,0,1,Reims,50,14806,Valentin Rongier,4-1-4-1,4-2-3-1,Johan Hamel,/en/matches/a7f6bccd/Reims-Nantes-March-17-2019-Ligue-1,
FRA-Ligue 1,1819,Nantes,2019-03-31 Nantes-Lille,2019-03-31,17:00:00,Matchweek 30,Sun,Home,L,2,3,Lille,51,25045,Valentin Rongier,3-1-4-2,4-2-3-1,Willy Delajod,/en/matches/c9783ea3/Nantes-Lille-March-31-2019-Ligue-1,
FRA-Ligue 1,1819,Nantes,2019-04-07 Toulouse-Nantes,2019-04-07,15:00:00,Matchweek 31,Sun,Away,L,0,1,Toulouse,47,16264,Valentin Rongier,3-1-4-2,4-2-3-1,Florent Batta,/en/matches/2031387f/Toulouse-Nantes-April-7-2019-Ligue-1,
FRA-Ligue 1,1819,Nantes,2019-04-12 Nantes-Lyon,2019-04-12,20:45:00,Matchweek 32,Fri,Home,W,2,1,Lyon,38,25050,Valentin Rongier,4-3-3,4-3-3,Jérôme Brisard,/en/matches/dc8b83ce/Nantes-Lyon-April-12-2019-Ligue-1,
FRA-Ligue 1,1819,Nantes,2019-04-17 Nantes-Paris Saint-Germain,2019-04-17,19:00:00,Matchweek 28,Wed,Home,W,3,2,Paris Saint-Germain,29,34471,Valentin Rongier,3-1-4-2,4-4-2,Antony Gautier,/en/matches/9b494820/Nantes-Paris-Saint-Germain-April-17-2019-Ligue-1,
FRA-Ligue 1,1819,Nantes,2019-04-21 Nantes-Amiens,2019-04-21,15:00:00,Matchweek 33,Sun,Home,W,3,2,Amiens,55,19253,Valentin Rongier,4-3-3,4-3-3,Thomas Léonard,/en/matches/0f09bba4/Nantes-Amiens-April-21-2019-Ligue-1,
FRA-Ligue 1,1819,Nantes,2019-04-28 Marseille-Nantes,2019-04-28,21:00:00,Matchweek 34,Sun,Away,W,2,1,Marseille,35,51969,Valentin Rongier,4-1-4-1,4-2-3-1,Johan Hamel,/en/matches/a4b7f64b/Marseille-Nantes-April-28-2019-Ligue-1,
FRA-Ligue 1,1819,Nantes,2019-05-05 Nantes-Dijon,2019-05-05,15:00:00,Matchweek 35,Sun,Home,W,3,0,Dijon,58,19482,Valentin Rongier,4-3-3,5-3-2,Benoît Bastien,/en/matches/83e6bfcb/Nantes-Dijon-May-5-2019-Ligue-1,
FRA-Ligue 1,1819,Nantes,2019-05-11 Nice-Nantes,2019-05-11,20:00:00,Matchweek 36,Sat,Away,D,1,1,Nice,45,16372,Valentin Rongier,4-2-3-1,4-3-3,Stéphanie Frappart,/en/matches/77095f23/Nice-Nantes-May-11-2019-Ligue-1,
FRA-Ligue 1,1819,Nantes,2019-05-18 Montpellier-Nantes,2019-05-18,21:00:00,Matchweek 37,Sat,Away,D,1,1,Montpellier,39,16063,Valentin Rongier,4-3-3,3-4-1-2,Ruddy Buquet,/en/matches/cd5bb5dc/Montpellier-Nantes-May-18-2019-Ligue-1,
FRA-Ligue 1,1819,Nantes,2019-05-24 Nantes-Strasbourg,2019-05-24,21:05:00,Matchweek 38,Fri,Home,L,0,1,Strasbourg,50,30636,Valentin Rongier,4-3-3,3-5-1-1,Karim Abed,/en/matches/25268197/Nantes-Strasbourg-May-24-2019-Ligue-1,
FRA-Ligue 1,1819,Nice,2018-08-11 Nice-Reims,2018-08-11,20:00:00,Matchweek 1,Sat,Home,L,0,1,Reims,71,21421,Dante,4-3-3,4-2-3-1,Johan Hamel,/en/matches/0446fd28/Nice-Reims-August-11-2018-Ligue-1,
FRA-Ligue 1,1819,Nice,2018-08-18 Caen-Nice,2018-08-18,20:00:00,Matchweek 2,Sat,Away,D,1,1,Caen,63,16132,Dante,4-3-3,4-3-3,Eric Wattellier,/en/matches/8e87e498/Caen-Nice-August-18-2018-Ligue-1,
FRA-Ligue 1,1819,Nice,2018-08-25 Nice-Dijon,2018-08-25,20:00:00,Matchweek 3,Sat,Home,L,0,4,Dijon,56,17923,Dante,4-3-3,4-2-3-1,Willy Delajod,/en/matches/8cfb6876/Nice-Dijon-August-25-2018-Ligue-1,
FRA-Ligue 1,1819,Nice,2018-08-31 Lyon-Nice,2018-08-31,20:45:00,Matchweek 4,Fri,Away,W,1,0,Lyon,42,53438,Dante,5-3-2,4-2-3-1,François Letexier,/en/matches/4481d089/Lyon-Nice-August-31-2018-Ligue-1,
FRA-Ligue 1,1819,Nice,2018-09-14 Nice-Rennes,2018-09-14,19:00:00,Matchweek 5,Fri,Home,W,2,1,Rennes,58,16887,Dante,3-5-2,4-1-4-1,Jérôme Miguelgorry,/en/matches/96523ba7/Nice-Rennes-September-14-2018-Ligue-1,
FRA-Ligue 1,1819,Nice,2018-09-22 Montpellier-Nice,2018-09-22,20:00:00,Matchweek 6,Sat,Away,L,0,1,Montpellier,60,11015,Dante,3-5-2,3-4-1-2,Thomas Léonard,/en/matches/cee34f69/Montpellier-Nice-September-22-2018-Ligue-1,
FRA-Ligue 1,1819,Nice,2018-09-25 Nantes-Nice,2018-09-25,19:00:00,Matchweek 7,Tue,Away,W,2,1,Nantes,49,16604,Dante,3-4-1-2,4-2-3-1,Mikael Lesage,/en/matches/ae183f7d/Nantes-Nice-September-25-2018-Ligue-1,
FRA-Ligue 1,1819,Nice,2018-09-29 Nice-Paris Saint-Germain,2018-09-29,17:15:00,Matchweek 8,Sat,Home,L,0,3,Paris Saint-Germain,38,33138,Dante,3-5-2,3-4-3,Clément Turpin,/en/matches/9c38f996/Nice-Paris-Saint-Germain-September-29-2018-Ligue-1,
FRA-Ligue 1,1819,Nice,2018-10-05 Toulouse-Nice,2018-10-05,20:45:00,Matchweek 9,Fri,Away,D,1,1,Toulouse,60,14162,Dante,3-4-3,4-1-4-1,Willy Delajod,/en/matches/922fdf88/Toulouse-Nice-October-5-2018-Ligue-1,
FRA-Ligue 1,1819,Nice,2018-10-21 Nice-Marseille,2018-10-21,21:00:00,Matchweek 10,Sun,Home,L,0,1,Marseille,58,30754,Dante,3-4-3,4-3-3,Amaury Delerue,/en/matches/f4dc7030/Nice-Marseille-October-21-2018-Ligue-1,
FRA-Ligue 1,1819,Nice,2018-10-28 Bordeaux-Nice,2018-10-28,17:00:00,Matchweek 11,Sun,Away,W,1,0,Bordeaux,46,20730,Dante,3-4-1-2,4-2-3-1,Jérôme Brisard,/en/matches/cc5aa1d0/Bordeaux-Nice-October-28-2018-Ligue-1,
FRA-Ligue 1,1819,Nice,2018-11-03 Nice-Amiens,2018-11-03,20:00:00,Matchweek 12,Sat,Home,W,1,0,Amiens,52,15259,Dante,4-3-3,3-4-1-2,Johan Hamel,/en/matches/3d70a26a/Nice-Amiens-November-3-2018-Ligue-1,
FRA-Ligue 1,1819,Nice,2018-11-10 Nîmes-Nice,2018-11-10,20:00:00,Matchweek 13,Sat,Away,W,1,0,Nîmes,70,14290,Dante,3-5-2,4-4-2,Benoît Bastien,/en/matches/44a49e1d/Nimes-Nice-November-10-2018-Ligue-1,
FRA-Ligue 1,1819,Nice,2018-11-25 Nice-Lille,2018-11-25,17:00:00,Matchweek 14,Sun,Home,W,2,0,Lille,49,18211,Dante,3-5-2,4-2-3-1,Franck Schneider,/en/matches/022b03df/Nice-Lille-November-25-2018-Ligue-1,
FRA-Ligue 1,1819,Nice,2018-12-01 Guingamp-Nice,2018-12-01,20:00:00,Matchweek 15,Sat,Away,D,0,0,Guingamp,66,12671,Dante,3-5-2,4-2-3-1,Ruddy Buquet,/en/matches/b4ad6369/Guingamp-Nice-December-1-2018-Ligue-1,
FRA-Ligue 1,1819,Nice,2018-12-04 Nice-Angers,2018-12-04,19:00:00,Matchweek 16,Tue,Home,D,0,0,Angers,65,14123,Dante,3-5-1-1,3-5-1-1,Hakim Ben El Hadj Salem,/en/matches/c4165737/Nice-Angers-December-4-2018-Ligue-1,
FRA-Ligue 1,1819,Nice,2018-12-16 Nice-Saint-Étienne,2018-12-16,17:00:00,Matchweek 18,Sun,Home,D,1,1,Saint-Étienne,60,19250,Dante,3-2-4-1,3-4-1-2,Thomas Léonard,/en/matches/988a9454/Nice-Saint-Etienne-December-16-2018-Ligue-1,
FRA-Ligue 1,1819,Nice,2018-12-22 Strasbourg-Nice,2018-12-22,21:00:00,Matchweek 19,Sat,Away,L,0,2,Strasbourg,55,25113,Dante,5-4-1,3-5-2,Willy Delajod,/en/matches/90ada5f7/Strasbourg-Nice-December-22-2018-Ligue-1,
FRA-Ligue 1,1819,Nice,2019-01-12 Nice-Bordeaux,2019-01-12,20:00:00,Matchweek 20,Sat,Home,W,1,0,Bordeaux,49,15191,Dante,4-3-3,4-3-3,Nicolas Rainville,/en/matches/b12ea9b4/Nice-Bordeaux-January-12-2019-Ligue-1,
FRA-Ligue 1,1819,Nice,2019-01-16 Monaco-Nice,2019-01-16,19:00:00,Matchweek 17,Wed,Away,D,1,1,Monaco,45,11345,Dante,3-5-2,3-4-3,Benoît Bastien,/en/matches/e55d5c98/Monaco-Nice-January-16-2019-Ligue-1,
FRA-Ligue 1,1819,Nice,2019-01-19 Reims-Nice,2019-01-19,20:00:00,Matchweek 21,Sat,Away,D,1,1,Reims,62,11776,Dante,3-4-3,4-2-3-1,Olivier Thual,/en/matches/837977b0/Reims-Nice-January-19-2019-Ligue-1,
FRA-Ligue 1,1819,Nice,2019-01-26 Nice-Nîmes,2019-01-26,20:00:00,Matchweek 22,Sat,Home,W,2,0,Nîmes,64,15982,Dante,4-3-3,4-4-2,Benoît Millot,/en/matches/03acdfb8/Nice-Nimes-January-26-2019-Ligue-1,
FRA-Ligue 1,1819,Nice,2019-02-01 Lille-Nice,2019-02-01,20:45:00,Matchweek 23,Fri,Away,L,0,4,Lille,58,32849,Dante,3-5-2,4-2-3-1,Jérôme Miguelgorry,/en/matches/dd30a3c2/Lille-Nice-February-1-2019-Ligue-1,
FRA-Ligue 1,1819,Nice,2019-02-10 Nice-Lyon,2019-02-10,21:00:00,Matchweek 24,Sun,Home,W,1,0,Lyon,45,22193,Dante,4-3-3,4-2-3-1,Mikael Lesage,/en/matches/ba71e6cd/Nice-Lyon-February-10-2019-Ligue-1,
FRA-Ligue 1,1819,Nice,2019-02-16 Angers-Nice,2019-02-16,20:00:00,Matchweek 25,Sat,Away,L,0,3,Angers,73,11117,Dante,4-3-3,3-5-2,Franck Schneider,/en/matches/6e0e4e88/Angers-Nice-February-16-2019-Ligue-1,
FRA-Ligue 1,1819,Nice,2019-02-23 Amiens-Nice,2019-02-23,20:00:00,Matchweek 26,Sat,Away,L,0,1,Amiens,62,11074,Wylan Cyprien,4-3-3,4-4-2,Thomas Léonard,/en/matches/eadd0daf/Amiens-Nice-February-23-2019-Ligue-1,
FRA-Ligue 1,1819,Nice,2019-03-03 Nice-Strasbourg,2019-03-03,15:00:00,Matchweek 27,Sun,Home,W,1,0,Strasbourg,49,17479,Dante,4-5-1,3-5-2,Eric Wattellier,/en/matches/6003d192/Nice-Strasbourg-March-3-2019-Ligue-1,
FRA-Ligue 1,1819,Nice,2019-03-10 Marseille-Nice,2019-03-10,21:00:00,Matchweek 28,Sun,Away,L,0,1,Marseille,44,50935,Dante,5-4-1,4-4-2,Benoît Bastien,/en/matches/7e8a1e7b/Marseille-Nice-March-10-2019-Ligue-1,
FRA-Ligue 1,1819,Nice,2019-03-15 Nice-Toulouse,2019-03-15,19:00:00,Matchweek 29,Fri,Home,D,1,1,Toulouse,49,14402,Dante,4-3-3,4-2-3-1,Olivier Thual,/en/matches/3ce4d43e/Nice-Toulouse-March-15-2019-Ligue-1,
FRA-Ligue 1,1819,Nice,2019-03-31 Dijon-Nice,2019-03-31,15:00:00,Matchweek 30,Sun,Away,W,1,0,Dijon,49,12345,Dante,4-3-3,4-4-2,Nicolas Rainville,/en/matches/77f266b6/Dijon-Nice-March-31-2019-Ligue-1,
FRA-Ligue 1,1819,Nice,2019-04-07 Nice-Montpellier,2019-04-07,17:00:00,Matchweek 31,Sun,Home,W,1,0,Montpellier,51,17980,Dante,4-3-3,3-4-1-2,Ruddy Buquet,/en/matches/096aa88a/Nice-Montpellier-April-7-2019-Ligue-1,
FRA-Ligue 1,1819,Nice,2019-04-14 Rennes-Nice,2019-04-14,15:00:00,Matchweek 32,Sun,Away,D,0,0,Rennes,49,23706,Dante,4-1-4-1,4-4-1-1,Mikael Lesage,/en/matches/ab1e5c68/Rennes-Nice-April-14-2019-Ligue-1,
FRA-Ligue 1,1819,Nice,2019-04-20 Nice-Caen,2019-04-20,20:00:00,Matchweek 33,Sat,Home,L,0,1,Caen,65,17092,Dante,4-3-3,4-3-3,Jérôme Miguelgorry,/en/matches/a0a12160/Nice-Caen-April-20-2019-Ligue-1,
FRA-Ligue 1,1819,Nice,2019-04-28 Nice-Guingamp,2019-04-28,15:00:00,Matchweek 34,Sun,Home,W,3,0,Guingamp,62,16379,Dante,4-3-3,4-2-3-1,Hakim Ben El Hadj Salem,/en/matches/465f6d09/Nice-Guingamp-April-28-2019-Ligue-1,
FRA-Ligue 1,1819,Nice,2019-05-04 Paris Saint-Germain-Nice,2019-05-04,17:00:00,Matchweek 35,Sat,Away,D,1,1,Paris Saint-Germain,39,47283,Dante,4-3-3,4-2-3-1,Franck Schneider,/en/matches/483b053c/Paris-Saint-Germain-Nice-May-4-2019-Ligue-1,
FRA-Ligue 1,1819,Nice,2019-05-11 Nice-Nantes,2019-05-11,20:00:00,Matchweek 36,Sat,Home,D,1,1,Nantes,55,16372,Dante,4-3-3,4-2-3-1,Stéphanie Frappart,/en/matches/77095f23/Nice-Nantes-May-11-2019-Ligue-1,
FRA-Ligue 1,1819,Nice,2019-05-18 Saint-Étienne-Nice,2019-05-18,21:00:00,Matchweek 37,Sat,Away,L,0,3,Saint-Étienne,66,36759,Malang Sarr,4-3-3,4-2-3-1,Antony Gautier,/en/matches/35658beb/Saint-Etienne-Nice-May-18-2019-Ligue-1,
FRA-Ligue 1,1819,Nice,2019-05-24 Nice-Monaco,2019-05-24,21:05:00,Matchweek 38,Fri,Home,W,2,0,Monaco,57,23356,Dante,4-3-3,4-2-3-1,Ruddy Buquet,/en/matches/e8793a81/Nice-Monaco-May-24-2019-Ligue-1,
FRA-Ligue 1,1819,Nîmes,2018-08-11 Angers-Nîmes,2018-08-11,20:00:00,Matchweek 1,Sat,Away,W,4,3,Angers,44,9534,Anthony Briançon,4-4-2,4-2-3-1,Antony Gautier,/en/matches/f18b4a9b/Angers-Nimes-August-11-2018-Ligue-1,
FRA-Ligue 1,1819,Nîmes,2018-08-19 Nîmes-Marseille,2018-08-19,21:00:00,Matchweek 2,Sun,Home,W,3,1,Marseille,38,15285,Anthony Briançon,4-4-2,4-2-3-1,Benoît Bastien,/en/matches/bc21a9a8/Nimes-Marseille-August-19-2018-Ligue-1,
FRA-Ligue 1,1819,Nîmes,2018-08-25 Toulouse-Nîmes,2018-08-25,20:00:00,Matchweek 3,Sat,Away,L,0,1,Toulouse,37,11746,Anthony Briançon,4-4-2,4-2-3-1,Franck Schneider,/en/matches/bb4bdc21/Toulouse-Nimes-August-25-2018-Ligue-1,
FRA-Ligue 1,1819,Nîmes,2018-09-01 Nîmes-Paris Saint-Germain,2018-09-01,17:00:00,Matchweek 4,Sat,Home,L,2,4,Paris Saint-Germain,39,15311,Anthony Briançon,4-3-3,4-2-3-1,Jérôme Brisard,/en/matches/8b39eed5/Nimes-Paris-Saint-Germain-September-1-2018-Ligue-1,
FRA-Ligue 1,1819,Nîmes,2018-09-16 Bordeaux-Nîmes,2018-09-16,17:00:00,Matchweek 5,Sun,Away,D,3,3,Bordeaux,50,15895,Anthony Briançon,4-4-2,4-2-3-1,Antony Gautier,/en/matches/33926578/Bordeaux-Nimes-September-16-2018-Ligue-1,
FRA-Ligue 1,1819,Nîmes,2018-09-21 Monaco-Nîmes,2018-09-21,20:45:00,Matchweek 6,Fri,Away,D,1,1,Monaco,43,6837,Anthony Briançon,4-4-2,4-2-3-1,Amaury Delerue,/en/matches/f9db9805/Monaco-Nimes-September-21-2018-Ligue-1,
FRA-Ligue 1,1819,Nîmes,2018-09-26 Nîmes-Guingamp,2018-09-26,19:00:00,Matchweek 7,Wed,Home,D,0,0,Guingamp,59,13415,Renaud Ripart,4-4-2,5-4-1,Benoît Millot,/en/matches/b06ac0f6/Nimes-Guingamp-September-26-2018-Ligue-1,
FRA-Ligue 1,1819,Nîmes,2018-09-30 Montpellier-Nîmes,2018-09-30,17:00:00,Matchweek 8,Sun,Away,L,0,3,Montpellier,42,20054,Anthony Briançon,4-4-2,3-4-1-2,Ruddy Buquet,/en/matches/9313ceaf/Montpellier-Nimes-September-30-2018-Ligue-1,
FRA-Ligue 1,1819,Nîmes,2018-10-06 Nîmes-Reims,2018-10-06,20:00:00,Matchweek 9,Sat,Home,D,0,0,Reims,64,12958,Anthony Briançon,4-4-2,4-2-3-1,Karim Abed,/en/matches/051fafa7/Nimes-Reims-October-6-2018-Ligue-1,
FRA-Ligue 1,1819,Nîmes,2018-10-19 Lyon-Nîmes,2018-10-19,20:45:00,Matchweek 10,Fri,Away,L,0,2,Lyon,41,42896,Féthi Harek,4-3-3,4-4-2,Olivier Thual,/en/matches/79a991c1/Lyon-Nimes-October-19-2018-Ligue-1,
FRA-Ligue 1,1819,Nîmes,2018-10-26 Nîmes-Saint-Étienne,2018-10-26,20:45:00,Matchweek 11,Fri,Home,D,1,1,Saint-Étienne,51,15412,Anthony Briançon,4-4-2,4-2-3-1,François Letexier,/en/matches/6b3b88be/Nimes-Saint-Etienne-October-26-2018-Ligue-1,
FRA-Ligue 1,1819,Nîmes,2018-11-03 Dijon-Nîmes,2018-11-03,20:00:00,Matchweek 12,Sat,Away,W,4,0,Dijon,28,12113,Anthony Briançon,4-4-2,4-1-4-1,Franck Schneider,/en/matches/31c0adcf/Dijon-Nimes-November-3-2018-Ligue-1,
FRA-Ligue 1,1819,Nîmes,2018-11-10 Nîmes-Nice,2018-11-10,20:00:00,Matchweek 13,Sat,Home,L,0,1,Nice,30,14290,Anthony Briançon,4-4-2,3-5-2,Benoît Bastien,/en/matches/44a49e1d/Nimes-Nice-November-10-2018-Ligue-1,
FRA-Ligue 1,1819,Nîmes,2018-11-24 Strasbourg-Nîmes,2018-11-24,20:00:00,Matchweek 14,Sat,Away,W,1,0,Strasbourg,34,25128,Anthony Briançon,4-3-3,3-4-1-2,Benoît Millot,/en/matches/9a581e47/Strasbourg-Nimes-November-24-2018-Ligue-1,
FRA-Ligue 1,1819,Nîmes,2018-12-01 Nîmes-Amiens,2018-12-01,20:00:00,Matchweek 15,Sat,Home,W,3,0,Amiens,51,12159,Anthony Briançon,4-3-3,3-4-1-2,Karim Abed,/en/matches/6aaec2d9/Nimes-Amiens-December-1-2018-Ligue-1,
FRA-Ligue 1,1819,Nîmes,2018-12-05 Caen-Nîmes,2018-12-05,19:00:00,Matchweek 16,Wed,Away,W,2,1,Caen,54,14501,Féthi Harek,4-3-3,3-1-4-2,Florent Batta,/en/matches/f7b78d94/Caen-Nimes-December-5-2018-Ligue-1,
FRA-Ligue 1,1819,Nîmes,2018-12-16 Nîmes-Lille,2018-12-16,15:00:00,Matchweek 18,Sun,Home,L,2,3,Lille,67,13428,Anthony Briançon,4-3-3,4-2-3-1,Hakim Ben El Hadj Salem,/en/matches/398f18b7/Nimes-Lille-December-16-2018-Ligue-1,
FRA-Ligue 1,1819,Nîmes,2018-12-22 Rennes-Nîmes,2018-12-22,21:00:00,Matchweek 19,Sat,Away,L,0,4,Rennes,54,22430,Anthony Briançon,4-3-3,4-2-3-1,Jeremy Stinat,/en/matches/1d4f300e/Rennes-Nimes-December-22-2018-Ligue-1,
FRA-Ligue 1,1819,Nîmes,2019-01-16 Nîmes-Nantes,2019-01-16,19:00:00,Matchweek 17,Wed,Home,W,1,0,Nantes,57,12806,Anthony Briançon,4-4-2,4-3-3,Hakim Ben El Hadj Salem,/en/matches/4eccf13c/Nimes-Nantes-January-16-2019-Ligue-1,
FRA-Ligue 1,1819,Nîmes,2019-01-19 Nîmes-Toulouse,2019-01-19,20:00:00,Matchweek 21,Sat,Home,L,0,1,Toulouse,56,12736,Anthony Briançon,4-4-2,3-4-3,Jérôme Brisard,/en/matches/f64c9b4a/Nimes-Toulouse-January-19-2019-Ligue-1,
FRA-Ligue 1,1819,Nîmes,2019-01-23 Nîmes-Angers,2019-01-23,19:00:00,Matchweek 20,Wed,Home,W,3,1,Angers,48,12015,Anthony Briançon,4-4-2,4-3-3,Olivier Thual,/en/matches/90239ebd/Nimes-Angers-January-23-2019-Ligue-1,
FRA-Ligue 1,1819,Nîmes,2019-01-26 Nice-Nîmes,2019-01-26,20:00:00,Matchweek 22,Sat,Away,L,0,2,Nice,36,15982,Anthony Briançon,4-4-2,4-3-3,Benoît Millot,/en/matches/03acdfb8/Nice-Nimes-January-26-2019-Ligue-1,
FRA-Ligue 1,1819,Nîmes,2019-02-03 Nîmes-Montpellier,2019-02-03,15:00:00,Matchweek 23,Sun,Home,D,1,1,Montpellier,42,18045,Anthony Briançon,4-3-3,3-4-1-2,Antony Gautier,/en/matches/a4107f81/Nimes-Montpellier-February-3-2019-Ligue-1,
FRA-Ligue 1,1819,Nîmes,2019-02-10 Nantes-Nîmes,2019-02-10,15:00:00,Matchweek 24,Sun,Away,W,4,2,Nantes,37,34219,Renaud Ripart,4-4-2,4-3-3,Clément Turpin,/en/matches/137fec2a/Nantes-Nimes-February-10-2019-Ligue-1,
